right_elbow_angle,left_elbow_angle,right_shoulder_angle,left_shoulder_angle,right_hip_angle,left_hip_angle,right_knee_angle,left_knee_angle,right_ankle_angle,left_ankle_angle,phase,exc_type,form,accuracy,correction_needed,feedback_tag
87.91252938628898,88.68964384648119,83.23280242691257,97.16601067335772,91.6301684227886,94.03537208824352,108.03267465058406,110.14876478366556,89.28584739958636,91.71296568023963,end,pushup,good,93.89,False,
101.69108486705564,101.23201469612184,70.72907839498086,74.35566359119488,84.38940431158439,82.77936379741081,83.18533812017547,83.11661098989391,90.24253344938316,87.558515887987,mid,pushup,good,99.2,False,
105.61457121020518,92.45877250224164,76.7195483823742,100.08556862136636,103.23526668650716,75.7835928693466,94.44879019689252,83.62874939927065,109.74145138235434,84.5984275467569,start,pushup,good,97.05,False,
77.96944085609857,88.36772064858987,92.15654663733524,101.38925636159274,100.90546936294528,82.7193550968251,72.4641128320709,78.27393795053061,92.04963783382856,69.6608980442413,end,pushup,good,99.57,False,
100.37158074393808,95.58451664075208,102.86491471640852,77.6931075891114,87.2953931374871,99.19962250398584,90.82524225943136,81.94945563248886,93.29751000989344,81.95926325847306,end,pushup,good,99.69,False,
86.41467138848122,77.22294286513039,89.83567850139153,84.62268742049258,91.55857559322016,84.89234675695111,84.61008136887912,109.75521678419422,101.1683916133676,87.89249046279095,mid,pushup,good,89.87,False,
82.01002334813683,100.2218533836646,109.78282866614946,81.70960662066183,102.20432596730564,82.35994815670175,100.85898789681602,87.75418930926779,85.89410806738674,88.67176805823078,end,pushup,good,99.51,False,
79.41293565176284,112.5069039216838,100.41983172981789,75.93395168349348,74.22734729403331,88.52232810021133,77.47841780353022,87.44666344892451,105.3269159367902,102.1347238420097,mid,pushup,good,91.73,False,
98.80311826711372,86.9436087695334,85.46053913982294,98.07590702598468,78.58568047054437,90.02594277707621,80.60133162279293,92.69476585312312,88.02602733105482,87.15680641699036,end,pushup,good,96.25,False,
75.49607949482598,93.27066121566244,91.13625745629678,92.12642214635773,96.5786819819,88.97262304269698,94.51534129553416,75.07663114392378,93.03210668704736,83.06029093758515,end,pushup,good,99.35,False,
86.8006121608495,99.76475579120871,98.42491227416936,94.6061771271311,91.29570801027948,93.28925780193828,96.36628511758632,78.8103433328077,103.2629392028424,101.15758329527053,start,pushup,good,93.57,False,
107.83048002950363,89.963447797682,82.0673980745222,98.68825722167036,82.57510752339712,89.95940333501368,90.1029707350361,83.17450955729159,93.0564562033524,90.92383738712678,start,pushup,good,99.46,False,
86.40332486069755,97.51100336543098,73.3013578458152,74.76904901870324,96.56465897996038,72.22682044149255,83.20529600728248,85.19371065007147,102.36848755306283,91.46599439319354,mid,pushup,good,95.01,False,
73.7024513191484,87.1827732975584,84.11086308765012,90.44415242910796,95.92503050472682,83.99976518322656,93.17270457873114,90.69471672239374,81.69990796629065,81.96899167889667,end,pushup,good,94.26,False,
104.03343361361362,89.86400549424486,104.7738601096559,88.3602281070342,104.42189012642572,91.19568720322006,83.28887281095903,92.64438072439242,79.79077591741041,78.22023844079663,start,pushup,good,94.11,False,
88.81498224126953,94.86212646218664,94.268568876086,102.8633706175851,79.93649573758236,83.45658507283999,96.18364324433152,97.66910516265108,79.18579370211997,92.08547457593468,start,pushup,good,94.22,False,
87.05328053882279,100.8587714099148,95.02617977306492,78.25063438645103,83.92387974292964,87.68559190543789,94.58696394410806,100.87532545052686,80.21702005868993,95.18076178640906,start,pushup,good,86.16,False,
92.6901354039654,76.26148779404862,74.92649077212236,108.96062083020954,73.69467944479206,90.73740821347522,100.18961776033292,91.94653661491851,86.93945932487283,91.18612201380206,end,pushup,good,95.65,False,
105.63080563263658,74.35349889706627,95.77037952970512,76.54692822846405,101.91093992987766,104.66495336921685,94.82179876008614,94.70090214470476,94.80435454575549,110.58284315250285,end,pushup,good,89.9,False,
90.52629216446988,103.60187070490149,99.25867711006106,85.27742836993902,95.44794698464815,82.44772614651903,97.20136312927453,102.87836936307154,92.86785136603795,81.67774192940632,end,pushup,good,94.69,False,
90.45398272421026,95.88405121126549,98.70055646854176,85.69267136151174,69.52977294397397,103.13124301219484,99.98807757331326,92.33253330495776,99.35658637660542,91.80582685431185,mid,pushup,good,92.68,False,
79.87945109436316,70.42931333011872,85.29236086104771,98.39877640867704,88.15932990873402,87.76299123196226,102.0784914488636,82.39029771909742,91.23004369492462,96.15394878223636,start,pushup,good,92.69,False,
82.78198411667874,83.88500531450835,83.15162506845026,87.04264416642889,94.62979239960076,93.93828010229498,80.64215725567645,94.2259519520243,80.32601763462073,83.0439583106321,start,pushup,good,88.51,False,
94.37705265605322,66.27353407932257,77.65201948310342,96.68605535938036,93.52166750280745,89.41777902603944,85.81646546711039,87.46174563286282,89.98062311423098,97.57713273277858,mid,pushup,good,88.4,False,
103.50391762725177,88.55986006770499,94.76164736806,87.25410794972508,79.66360105606864,97.57359657616622,107.67707938356094,82.40163329474916,94.19963792346668,83.41140249876545,mid,pushup,good,97.97,False,
87.5601815789442,95.0928160175676,88.66337312605194,77.12130443071811,102.2666706666954,80.45978804084741,107.5640946487082,85.93122770153265,86.94866591670488,95.47934267700028,end,pushup,good,86.41,False,
89.22564150238091,91.85020883356788,84.55530559580676,88.09858648335708,103.4151756745358,81.57152381245984,88.70566663228831,96.04775360348698,79.26347527135722,79.05308414289,start,pushup,good,96.51,False,
96.23455321645302,88.95919005938879,84.17634374876845,92.78233019046264,81.01651101736297,75.46593296658949,77.53290710517432,111.0280246879562,78.3369854615156,88.60209366887163,start,pushup,good,93.67,False,
68.78341278976231,96.04823943960952,88.20337579730038,83.13970997138264,91.7326186009194,90.890405782031,83.41784551118064,79.6328015604089,90.63585447208813,82.4496931521086,start,pushup,good,85.75,False,
97.56189547582608,94.22088494918076,108.74605684934802,98.04494972498549,123.67160318824403,77.25927354997823,83.01542414709903,86.61344695165984,89.78591408517423,86.47965890420144,end,pushup,good,95.66,False,
92.22701273148556,80.81704448987168,71.97940725901475,94.75884508027528,92.69466322407877,72.97657656751493,91.44211626560735,90.8472680382738,107.32058499496296,91.16319333854312,end,pushup,good,94.34,False,
82.08718893012743,88.22678629691733,82.70274899809132,90.30884103771488,80.3701931559307,93.85217884916544,96.8848983735444,94.12313780932072,87.72290026191709,98.1017902575253,end,pushup,good,98.4,False,
93.0079200143116,90.133525540523,82.16148808548154,88.1375341755649,98.16478180245868,97.02272833294334,73.86097106600826,90.56712648044213,89.94888899327412,100.49557245550078,end,pushup,good,92.34,False,
104.87363660148505,102.89890580099508,106.60313541909368,98.04915539906132,91.10723676926403,111.70881619085128,94.87499738767164,86.83427506726177,84.87853863576758,81.01503036312758,mid,pushup,good,99.03,False,
81.79916046083225,96.49567859639828,88.87460925007562,84.0346194038035,101.39438350086206,91.45267005134517,85.45276843791807,92.54751480168518,98.51416754754813,101.75151991910695,mid,pushup,good,98.02,False,
75.86519398822846,83.8546746000509,87.85740286958782,73.4286814945694,91.69091708453394,81.44143134456277,98.14138537164696,102.10934599015336,96.82526749265394,106.75912285131122,end,pushup,good,98.91,False,
98.52964492712786,71.92935063789344,71.98761506683732,93.5287375557996,88.53780097622499,101.74066746201233,79.48064271338586,96.6327337824041,87.20751103875425,83.42418785114627,mid,pushup,good,98.61,False,
89.48516500840813,103.92224970627385,98.471285597658,111.23131845162708,82.6825219022012,102.30017303717764,74.08491189138196,110.57890744487628,103.13691385160418,86.31082021750031,start,pushup,good,97.74,False,
80.5672855045751,80.33549298514914,85.14746986190836,71.83907198625042,68.22789106908677,107.37186862303002,91.90856235625178,99.73732809010762,105.316248166466,98.62563611575152,end,pushup,good,85.26,False,
102.50473607827156,72.59562747757886,89.64732713567193,102.17175591715524,80.96496152841964,61.180613823197234,77.46863086867373,93.5535403397606,87.67789112904264,79.04021816824545,end,pushup,good,94.09,False,
116.89278061224124,120.67018413569096,80.45703358132954,73.22201526144976,87.47401736226328,110.76564997864008,73.9517085734457,85.87529825161201,82.58769639324986,87.66028482509078,mid,pushup,good,97.35,False,
95.40860438095297,103.85643067630473,95.3265349995104,86.90205902110122,94.52149995178868,99.60325043262377,89.76324534472182,92.7834586380662,80.32649186682201,87.98844937840055,start,pushup,good,97.45,False,
88.7509818789006,74.20547508613679,93.05648243346737,83.00546761748666,83.56258891986701,104.44580063275036,95.53700295208289,93.71459029940178,101.76355035716266,102.60135745522302,end,pushup,good,86.44,False,
105.40127229807212,84.1849343225881,76.82844270425292,92.87658078682772,85.60051521615019,87.14744907525531,104.56923020554925,88.66921866038766,83.54997406202199,80.93410846782132,start,pushup,good,85.19,False,
103.77819563477172,103.12517997497542,69.70501154154658,93.10112134096391,94.23109075759648,77.84457617664123,77.0153277717162,84.07746074586747,84.91804181558821,83.1741707514554,end,pushup,good,86.08,False,
98.41214085816183,96.35587176526242,65.19315968862321,89.98242243116658,87.62648879371153,78.5496919982144,93.3203956164819,101.09447161082892,82.15958720346848,70.93733373833999,mid,pushup,good,85.6,False,
92.27655787034492,84.68745165374354,93.02862781732594,90.11203790069662,85.47516906795471,99.20066189800922,68.37331308597308,86.11560688213804,101.53294788525294,87.41973410605546,end,pushup,good,95.52,False,
82.74742986129561,104.98350511511046,84.37902868768103,70.10316069902404,92.51830726341076,101.25072904573624,84.83218156696904,105.8900039657373,75.28841674852049,93.42162646704446,mid,pushup,good,96.22,False,
84.14745103123683,69.09876265738967,76.28998684990496,83.8552349053799,96.54925455037969,91.22086396750166,93.42324120074356,89.0362841269516,88.56274423129756,82.402554910967,mid,pushup,good,86.12,False,
78.50147423784867,91.54265273872014,85.79801901656832,97.99595279184086,79.04866622209093,93.43491989226855,77.96020104890998,91.41943995876836,79.98042166117864,88.79450791947546,end,pushup,good,87.33,False,
107.5689382725854,75.38723021411141,88.67684648059273,69.12034961087863,86.66016526640021,94.5754755694452,109.08862318592575,88.98306159182448,102.04719301798892,94.78876116036096,mid,pushup,good,96.82,False,
84.8888553110294,87.17219775089372,108.03127659202268,88.03294674694803,101.22796500293052,86.6947434991349,79.54106185461933,87.36294164341085,75.67501022112219,94.7131266124753,mid,pushup,good,90.22,False,
107.54561204872414,105.35713091107584,92.36266574196804,108.05147069573708,108.9204439647802,95.09503598427597,72.13938459829461,91.59357590897278,80.10590446363051,79.0537367346691,end,pushup,good,90.11,False,
88.88250711353395,82.47854309911148,69.92160891591402,106.89190406808947,91.8077136782698,93.32114391511358,105.91648316691418,88.74869615009939,97.28612366450425,101.21595537676596,start,pushup,good,98.71,False,
87.10052426088826,87.53627902694225,88.2794217024834,83.29714569669025,72.03190927268768,98.21268438780363,93.08042425727984,85.48509798381212,76.09318235638412,96.5259010532397,end,pushup,good,97.55,False,
114.78423101283336,84.68387283742923,73.87937236095063,103.58437496730636,102.70620821965308,107.60396704055876,97.87545621441755,89.4406805391221,98.35387091271984,84.93308574249535,mid,pushup,good,92.33,False,
93.85356402064632,104.11742430809014,109.2445959174078,91.5821124587522,86.97321766381205,101.14871804993572,72.50682312280857,81.14524893786817,83.35806347514003,85.68703409844922,end,pushup,good,99.15,False,
92.74452429050164,90.9832306145027,96.76204745085694,82.56433123365551,86.973140174476,83.27131005466474,76.69292895816105,92.62675942445676,100.00562115631826,99.22898308070803,mid,pushup,good,97.37,False,
102.81644304045574,90.68312453054952,87.98041674629309,90.12234103563642,99.60195799115188,75.12717607305663,73.46022855433414,92.80219894197428,74.9317532818367,84.5338218009497,end,pushup,good,85.24,False,
83.08501291194467,88.61684046939969,88.265091210695,103.73740970673433,82.34283364814915,93.77392842061953,93.38200444998591,95.32854626272656,85.31916131457672,106.72551675076448,end,pushup,good,90.13,False,
79.70223000630246,81.38433818094212,95.04455909558872,80.21672622591154,85.96320916647254,94.51017751771576,71.38205695652316,84.46735298775182,89.06375255545284,101.14176885053652,end,pushup,good,91.73,False,
103.29370371753647,86.00951711140797,91.007943473867,90.88406677573072,92.61847196263872,109.27866325366276,80.8704399690722,96.10803062600527,87.28652791662076,101.88686178145964,start,pushup,good,88.99,False,
96.37549803286387,95.08792373195246,76.09755305618614,85.48181936623241,86.01593791930163,105.17334694066042,90.41409234948148,87.5271457584244,91.62171741481868,77.64347882793126,mid,pushup,good,92.28,False,
89.34075252825137,93.61943909577636,101.6711116158377,73.5960804340425,105.6258292546364,97.3352319744436,87.26543843663059,93.18100853309896,88.1071480484703,81.81617603963217,start,pushup,good,90.61,False,
85.09711623343841,92.78399804238498,91.16468729240196,80.8994819929281,85.82398894048751,68.96117713759062,105.13345787529816,88.84931281478558,99.49076806024144,93.15515183682928,end,pushup,good,88.52,False,
68.81183818898239,79.91995951430897,97.17173977019756,87.82720920597072,93.62634839447595,91.9314276962686,93.93265033017568,72.84657176047739,98.41600586695498,102.29736376953224,start,pushup,good,97.53,False,
101.26436492777606,89.44659081210997,96.82034913988888,103.30406398326303,93.60390121374554,87.99691187214191,88.95898529896394,102.81091694849276,85.46595089011471,80.92713833551545,mid,pushup,good,99.29,False,
77.98476725600479,97.19021163875492,101.0262941666592,81.00618777139515,83.64887138180922,80.04820673436296,77.59904968133327,83.50797573802092,97.17025713830166,93.5950655779735,end,pushup,good,85.69,False,
85.28956771124162,95.83001678074623,84.04524828724774,72.09911782524634,78.6418058143466,89.96884401540966,106.7539683838991,81.96355224235172,74.5091826908102,80.3964879805386,end,pushup,good,94.95,False,
121.71984989585256,88.27864130381188,98.88186714288882,82.59373340971786,88.0594940007457,71.87608754050765,100.87055884489922,88.70269553272264,86.48606636762655,65.14319873307699,end,pushup,good,99.11,False,
102.10766041936972,111.26376897393158,98.85467530800082,100.52120705716378,76.88426018240575,110.61053716720151,92.18969215898488,83.9028175436428,90.26423501470316,88.93949388999705,end,pushup,good,98.42,False,
81.44593155995902,86.39923051345076,85.85133768237978,100.29584698478958,83.54295384546508,80.27212167659057,103.89401908455298,84.65246432033072,102.07367760672078,105.16477192350315,start,pushup,good,85.81,False,
80.34690767661253,94.06580933091604,98.97191642001536,92.17399735699708,93.92115479660322,95.04323376968664,111.51967830490128,93.7062192318518,89.20372098901319,96.90356952298283,mid,pushup,good,95.43,False,
95.39198461501203,81.41951922117349,96.26938450583448,74.21032513668604,107.74367004017108,95.29348982496008,96.65786387971852,80.39403314966016,77.92862695607054,107.4677954905726,mid,pushup,good,88.81,False,
98.47236599667114,87.00457494569113,82.28365570224507,95.31329350315482,95.53510010300404,99.10181752356873,82.79071871814496,93.3225587973692,89.75185928306163,86.4591654424432,start,pushup,good,92.68,False,
84.83254507072958,97.45609748795634,82.04802224819775,87.89153651173666,96.74394717693892,106.03761403417492,78.15360896741217,91.86708081005004,75.64605184845087,81.82781311522321,mid,pushup,good,88.01,False,
96.48779770634826,77.9919207497323,91.03707424819916,93.6291531193612,81.29145148506272,108.00765687284265,74.60832979565072,92.44059645560836,100.22493159679368,78.07221917972296,mid,pushup,good,99.5,False,
104.09548503744112,88.10921815037894,77.62927934617798,85.32417768811675,70.36608484838361,105.46269442372582,102.58379178015176,89.03776685945208,84.28733630724248,89.61054995544936,start,pushup,good,98.26,False,
83.07666372806796,95.6549954942236,74.71902293285572,85.53821976260602,100.68527269169772,94.82464449585876,90.67598400995006,80.84941551861253,93.93101963947322,74.23617638572586,start,pushup,good,94.62,False,
101.0672550910758,96.24308580113028,97.14309707442824,94.87772518937405,90.35783249558725,87.52198871972934,70.56444715838362,87.8506935206534,84.868386143858,108.30571343607836,mid,pushup,good,91.12,False,
99.348819190327,83.2808965251754,90.99549394337758,106.78556676340376,94.22727643694756,90.3790405427856,85.94571437959783,77.81978192301456,97.5176457692937,107.83064456373428,end,pushup,good,90.07,False,
82.3821789924314,89.13197636975427,83.40881010631688,97.2205667026406,96.97109736900708,101.56060050189078,74.55162070201276,86.44716280292431,87.65158952143885,85.04108705530912,mid,pushup,good,92.22,False,
92.34787220515884,98.92019637984916,97.33500456951468,73.40796829066156,88.71576922825062,65.53496135507683,80.54929645614375,115.1002138878053,98.59021661668332,94.3539932858413,end,pushup,good,85.84,False,
78.95247452222253,82.66874326289145,92.37400100802056,108.98778214481771,84.11684952777571,98.61368958084972,78.80583589559627,89.14220271554667,89.38593403444423,85.04070017478098,start,pushup,good,86.0,False,
93.32244249375414,111.59941597293869,86.15355791917733,94.70294909165985,80.658491408887,90.33823727224538,94.48595631675737,84.18617578642633,89.4561931769855,110.32773840018456,mid,pushup,good,98.87,False,
90.1805678316139,110.35018103369846,66.49631937936893,86.10473421051068,104.4656165682484,93.95407244906598,78.38210380165444,91.92307600948357,98.92903827686602,92.6003530992333,mid,pushup,good,91.12,False,
89.66592629852829,74.12117902108464,66.12029589536479,79.43731571636806,91.6036046778576,81.47774334583136,94.33334930397378,88.77097615607671,104.678947539456,69.59365207987395,mid,pushup,good,99.28,False,
84.07612383279753,89.2662489793084,103.99763425945338,103.51766645271672,99.63252369369576,105.82634964870222,79.69948922810342,80.01678041773398,71.84819613319789,82.40633826549146,start,pushup,good,91.68,False,
82.1855662771461,99.14959007575558,90.43660078049284,78.53842651705868,87.75139045009522,69.37818055361859,112.39196049457314,85.54893749684798,97.21575760785716,94.3782611597804,start,pushup,good,88.38,False,
77.12368985515558,109.93062477336372,71.1056697626434,104.51619217698104,99.900824527727,100.66281591282552,98.39276016230548,91.39820955748134,88.30085445007475,98.5939078561304,start,pushup,good,89.43,False,
97.75197012661611,74.93518009451485,76.99512889291753,108.89295338952036,86.38317764479785,90.60683933548356,108.43111376454524,88.42024445901907,80.91895312580635,85.85563840179594,end,pushup,good,98.67,False,
81.64068424131807,95.05293155868324,100.00445859791674,85.15780900474509,86.65022419892922,98.26580392386552,87.84170470906544,74.58630652236532,63.87932732235805,75.8531092013534,start,pushup,good,85.95,False,
104.04353895671204,70.11025283224654,74.92806716850596,105.12270406458192,96.68745717038698,93.94128697023824,99.31970222632728,105.8322631538088,87.1114055343689,79.03948065228478,start,pushup,good,94.6,False,
78.07489152924904,87.17668192006147,105.05602111449876,79.30904951251401,80.53117736994697,90.95426419315376,84.16341512608608,88.18760642883299,86.52535781214391,89.34360203925102,start,pushup,good,86.39,False,
66.432555603052,80.79564716701623,91.92374008036214,94.74754599150872,76.86163404122468,86.42067030980074,84.01874531369148,64.70808841336476,91.12573557165078,102.41791872249188,start,pushup,good,91.84,False,
91.48401154825972,99.57638844549132,83.87171830487056,96.37988882535224,79.99081461707436,85.80242991667104,92.06789536619738,89.24815613665416,76.18055611284282,91.61253270163768,end,pushup,good,85.94,False,
91.61010335596892,85.30011094012723,104.93202281476272,101.97715007793596,92.98846233031873,94.5359259781666,108.99475099808036,75.64799751875653,85.58691504330174,83.26044024160737,mid,pushup,good,91.96,False,
105.94321388467324,79.38826046846845,84.81817471449129,91.02782259405002,99.4439267961776,82.18581268128383,76.79233945948833,69.23906267776172,91.74506979460102,92.42183429458169,mid,pushup,good,88.65,False,
98.21258859324452,95.6627893114128,95.70670646613095,79.26828394445295,97.16738609969411,110.28216593075398,94.760449270996,83.15752508405676,80.35026131033328,85.32633127520072,mid,pushup,good,86.29,False,
89.0003623368263,95.09600585030284,82.98760980876443,82.6234697291256,78.66981665125932,87.41332634801702,76.81498330427586,80.03015974866715,103.2654739433301,87.51454704075299,end,pushup,good,99.78,False,
74.99896971627328,91.07475012681635,98.10171576258772,102.2897979999022,74.21513815451513,92.66589734094693,96.60548217000546,93.13748372177362,91.32251843435036,86.89788879900732,start,pushup,good,85.04,False,
82.37931406447996,93.19386061537884,80.92097956735705,91.47825515256152,102.33911849458708,76.72359983391118,75.70196386908002,85.99740103475521,94.36893276885928,94.6299677956294,start,pushup,good,89.48,False,
84.0610420357693,85.9310777879966,87.53006357379921,78.0755800767942,85.66297937636558,111.23679811672264,115.33399408608685,89.67409074503877,87.92503891803622,105.37049299667804,end,pushup,good,87.94,False,
79.4605269244771,96.36591958174624,102.28379750963816,106.60007967210836,81.12392013443589,93.20202386706978,90.40776469742396,86.43899230739089,107.47289587013766,94.60499149052536,mid,pushup,good,97.53,False,
94.65439128423466,96.81988784463604,103.491757046595,88.71798407012031,99.63238091531343,83.44614182327966,75.10738708275858,97.24763615771062,92.88947243331224,107.32563810179012,mid,pushup,good,88.54,False,
98.0079830679194,95.46183248206492,103.51208487884078,77.89368915252275,73.1841614255195,100.80673674968304,94.0262146935825,96.73546175065016,91.80450072787256,89.00970767513357,end,pushup,good,97.16,False,
90.20644178396216,86.47822514504347,102.7217836273511,80.8923112716472,108.1623861172176,84.10554470202509,111.63267232224312,82.95925861653006,101.57035956617156,87.54850749840874,end,pushup,good,85.69,False,
82.18035394777067,85.28529286469247,78.54421731015954,77.34533409147261,99.3443790689131,102.90520478032974,106.43302156450729,93.44037914457796,92.4674490754654,90.3468029345392,end,pushup,good,85.65,False,
79.29025163495551,68.84490003351371,97.66213587702627,89.05436096058106,75.32273877107284,91.41635834043753,99.22155458125933,96.64570129075692,86.63051040014862,72.95663862801169,mid,pushup,good,98.37,False,
84.41970694693877,106.88427728706344,80.66655032169024,95.160636720786,92.30088846382388,76.05294419659737,83.45585532664501,74.56974759424762,92.1493254231863,77.84263222811715,mid,pushup,good,86.33,False,
87.85675788924674,105.67602064401454,83.25579166591302,79.33420674762823,99.92797577829688,100.06047130103636,94.21158819088356,95.62162541296524,90.72107481110854,68.01506777124865,start,pushup,good,85.02,False,
92.53298404231104,85.57751444963282,90.0466194970267,88.71006346852096,89.12368786073709,90.60429582150132,82.39316866158063,109.42321202166586,84.71947479898418,79.5916904420624,end,pushup,good,92.25,False,
59.61681355029632,107.02706886340624,78.74813048383271,87.32250391816233,84.35267287461488,84.95218785556163,66.72026089732502,89.67719052652768,98.10872526766768,75.77713629762232,mid,pushup,good,99.83,False,
99.2245618794945,94.7382787822558,95.71232417349026,90.89090282149988,97.726434265797,88.87790148077721,102.8638570625687,91.81071572847128,84.797933918509,86.82543998422638,end,pushup,good,91.84,False,
110.0601384347026,83.69864594612443,88.70427418214915,95.72665447149626,102.00768732907432,94.00523909586931,92.1202718444478,93.35836632526212,96.9773091186906,71.60144481868583,start,pushup,good,87.73,False,
92.00363987070172,91.43063746551528,90.1619779071425,82.81475801855566,76.71486764051649,91.76254063252146,109.79531456453248,100.05840586652536,99.21065808829856,81.29769018077543,mid,pushup,good,87.77,False,
93.6998085949518,87.38761175323539,79.75260155718942,101.33412516985832,77.65698647139337,83.93436024733532,80.81410267687272,66.379337942727,81.31325316109354,83.5731902631191,mid,pushup,good,85.17,False,
81.25366135694125,88.64273687960878,94.754287044549,111.42249556901471,95.56744095019693,80.01688107741991,85.20791764091653,87.01906317363064,94.77603645617062,96.81756020224104,end,pushup,good,90.72,False,
90.14844299321186,85.24621605646014,85.96738226926065,77.59161487953224,83.33367956820567,97.22968171963174,99.21768058532136,100.0537129510633,101.21241275534734,71.87425119890099,mid,pushup,good,98.8,False,
90.69512922870688,86.23897805634734,86.17317733652521,97.73204390646188,100.2831409721839,107.71990856129794,84.0082283632604,103.67723126844773,86.55369478695312,91.4050685655457,end,pushup,good,94.17,False,
102.76071549910532,102.39492217017133,105.272010013665,96.82788236116812,93.74384263371248,80.97839469970535,91.97584303594805,86.38040343690238,84.35224288437371,101.90219473616784,mid,pushup,good,89.39,False,
93.73164368196235,87.81878311158407,91.71547342113026,86.99810730473138,80.5537133259821,100.29696236158044,95.68479876621552,87.06753893435479,109.64966847892622,103.343061578821,start,pushup,good,88.47,False,
98.52964492712786,71.92935063789344,71.98761506683732,93.5287375557996,88.53780097622499,101.74066746201233,79.48064271338586,96.6327337824041,87.20751103875425,83.42418785114627,mid,pushup,good,98.61,False,
114.78423101283336,84.68387283742923,73.87937236095063,103.58437496730636,102.70620821965308,107.60396704055876,97.87545621441755,89.4406805391221,98.35387091271984,84.93308574249535,mid,pushup,good,92.33,False,
102.9741324659709,97.76965763416749,81.30562703918338,95.2044101986392,84.22859407978368,84.01024400033509,83.63117916938936,88.96868191899334,100.95790989230431,90.70356227841016,mid,pushup,good,96.19,False,
83.21283356791724,90.65943020482744,81.41876564427835,83.18911522204644,105.85623439237048,88.03828939228343,86.31479949762854,79.43538268286166,83.31670531318994,102.68953873682734,mid,pushup,good,96.45,False,
86.41953028721107,90.95685887188232,92.23421503630838,69.49281628006304,77.74737374889719,94.40276480888876,96.60194845560144,87.7957778127561,98.97509261037484,91.14356369295058,end,pushup,good,91.34,False,
91.50869406143036,85.58915549950697,82.94123345571123,88.73682965980294,103.7804938005544,90.26750907363264,81.64705687719704,94.40419801470463,88.33593951065373,100.76836767219685,end,pushup,good,86.9,False,
93.32795086376603,93.68552423918456,81.2374021117623,89.73201256776471,97.4105688536807,95.82719443294434,88.87059060556585,89.69101309316466,92.45626189628256,73.45426052516144,start,pushup,good,90.63,False,
88.34991050250046,96.26874982339616,80.36032999063713,88.94999492097367,90.09767065797972,103.50089952544658,75.50726330133445,89.49832106285683,86.41324846521033,87.43100461106452,end,pushup,good,90.79,False,
102.25065353324912,81.18597898697107,87.41690963513828,97.88724611758086,86.38890779001369,95.81841960255984,83.90321332420645,88.89205370029248,86.09553211395585,95.31437992127957,mid,pushup,good,96.84,False,
74.10551084690609,104.3334822816762,79.10854615671009,93.42487907336708,81.15736295498417,93.61988944238216,100.42732409738063,103.87365305458844,84.36048991081695,85.36387105787459,start,pushup,good,90.88,False,
89.66239230639924,87.38742643479934,95.37636081051866,82.25016416225063,88.19851992008337,96.92990893747492,67.0960092778491,78.29052222483507,66.61358731950777,90.4822354997826,mid,pushup,good,88.44,False,
91.67892772581143,86.7231116905522,90.70769034549156,102.97973829783632,96.09499449677271,95.08975576512404,95.68921956196716,95.2792755337918,105.69972284087288,73.6988603468468,mid,pushup,good,93.6,False,
